Key	Korean	English
PropertyGrid.Type.MorphologyToolProperty.Iterations.DisplayName	반복 횟수	Iterations
PropertyGrid.Type.FilterToolProperty.FilterType.DisplayName	필터 종류	Filter type
PropertyGrid.Type.FilterToolProperty.KernelWidth.DisplayName	커널 폭	Kernel width
PropertyGrid.Type.FilterToolProperty.KernelHeight.DisplayName	커널 높이	Kernel height
PropertyGrid.Type.FilterToolProperty.MedianKernelSize.DisplayName	Median 커널 크기	Median kernel size
PropertyGrid.Type.FilterToolProperty.Diameter.DisplayName	Bilateral 이웃 지름	Bilateral diameter
PropertyGrid.Type.FilterToolProperty.SigmaColor.DisplayName	색상 시그마	Color sigma
PropertyGrid.Type.FilterToolProperty.SigmaSpace.DisplayName	공간 시그마	Spatial sigma
PropertyGrid.Type.FilterToolProperty.BorderType.DisplayName	경계 처리	Border handling
VisionTool.ParameterGuide.Common.Name.Summary	Recipe와 결과에서 이 Tool 또는 Step을 식별하는 이름입니다.	The name that identifies this Tool or Step in the recipe and results.
VisionTool.ParameterGuide.Common.Name.Impact	이름은 결과 검색과 Step 식별을 바꾸지만 영상처리 계산은 바꾸지 않습니다.	The name changes result lookup and Step identity, not the image-processing calculation.
VisionTool.ParameterGuide.Common.Name.Check	저장된 Pipeline과 Run 결과에 의도한 이름이 표시되는지 확인하세요.	Verify the intended name appears in the saved Pipeline and Run results.
VisionTool.ParameterGuide.Common.UseThreshold.Summary	본 알고리즘 전에 단일 밝기 기준으로 입력을 이진화할지 결정합니다.	Controls whether the input is binarized by one gray-value cutoff before this algorithm.
VisionTool.ParameterGuide.Common.UseThreshold.Impact	켜면 후속 검출이 흑백 마스크를 사용하고 끄면 입력 영상을 그대로 사용합니다.	On makes downstream detection use a binary mask; off uses the input image directly.
VisionTool.ParameterGuide.Common.UseThreshold.Check	이진 Preview가 대상 전체를 포함하고 배경 노이즈를 제외하는지 확인하세요.	Verify binary Preview includes the full target and excludes background noise.
VisionTool.ParameterGuide.Common.ThresholdType.Summary	기준보다 밝은 쪽 또는 어두운 쪽 중 어느 쪽을 전경으로 만들지 선택합니다.	Selects whether pixels above or below the cutoff become foreground.
VisionTool.ParameterGuide.Common.ThresholdType.Impact	극성을 바꾸면 전경과 배경이 뒤바뀌어 후보와 개수가 크게 달라질 수 있습니다.	Changing polarity swaps foreground and background and can greatly change candidates and counts.
VisionTool.ParameterGuide.Common.ThresholdType.Check	대상이 흰 전경으로 분리되는지 Preview와 후보 도형에서 확인하세요.	Check that the target becomes white foreground in Preview and candidate drawings.
VisionTool.ParameterGuide.Common.ThresholdValue.Summary	전경과 배경을 나누는 단일 회색조 기준값입니다.	The single gray-value cutoff separating foreground and background.
VisionTool.ParameterGuide.Common.ThresholdValue.Impact	값을 이동하면 선택 밝기 범위와 연결 성분의 크기·개수가 함께 변합니다.	Moving the value changes the selected brightness range and component size and count.
VisionTool.ParameterGuide.Common.ThresholdValue.Check	이진 영상, ResultCount, 면적 분포와 경계 누락·합쳐짐을 확인하세요.	Check the binary image, ResultCount, area distribution, and missing or merged boundaries.
VisionTool.ParameterGuide.Common.InvertResult.Summary	Threshold 또는 Adaptive 결과의 흑백을 최종 반전합니다.	Inverts the final black/white result produced by Threshold or Adaptive processing.
VisionTool.ParameterGuide.Common.InvertResult.Impact	켜면 전경과 배경이 교환되어 후속 객체와 면적이 반대 의미가 됩니다.	On swaps foreground and background, reversing downstream objects and areas.
VisionTool.ParameterGuide.Common.InvertResult.Check	Preview에서 검사 대상만 전경으로 남는지 확인하세요.	In Preview, verify only the inspection target remains foreground.
VisionTool.ParameterGuide.Common.UseAdaptiveThreshold.Summary	주변 블록 밝기를 기준으로 위치별 Threshold를 계산할지 결정합니다.	Controls whether a local threshold is calculated from surrounding brightness.
VisionTool.ParameterGuide.Common.UseAdaptiveThreshold.Impact	조명 편차를 따라가지만 작은 질감과 노이즈도 전경으로 분리할 수 있습니다.	It can follow uneven illumination but may also separate local texture and noise.
VisionTool.ParameterGuide.Common.UseAdaptiveThreshold.Check	밝고 어두운 영역의 같은 대상이 유지되고 배경 얼룩이 늘지 않는지 확인하세요.	Check the same target survives bright and dark regions without adding background blotches.
VisionTool.ParameterGuide.Common.AdaptiveThresholdValue.Summary	Adaptive 결과에 기록하는 최대 출력 밝기입니다.	The maximum output intensity written to the adaptive binary result.
VisionTool.ParameterGuide.Common.AdaptiveThresholdValue.Impact	전경 위치보다 출력 강도와 후속 밝기 기반 처리에 영향을 줍니다.	It affects output intensity and downstream intensity-based processing more than foreground location.
VisionTool.ParameterGuide.Common.AdaptiveThresholdValue.Check	전경 위치와 다음 Step에 전달되는 밝기를 확인하세요.	Check foreground locations and intensity passed to the next Step.
VisionTool.ParameterGuide.Common.AdaptiveResultType.Summary	Adaptive 계산 후 밝은 쪽 또는 어두운 쪽을 전경으로 선택합니다.	Selects the brighter or darker side as foreground after adaptive calculation.
VisionTool.ParameterGuide.Common.AdaptiveResultType.Impact	극성을 바꾸면 로컬 전경과 배경이 교환되어 후보와 면적이 달라집니다.	Changing polarity swaps local foreground and background, altering candidates and areas.
VisionTool.ParameterGuide.Common.AdaptiveResultType.Check	대상 극성, 이진 Preview와 ResultCount를 확인하세요.	Check target polarity, binary Preview, and ResultCount.
VisionTool.ParameterGuide.Common.AdaptiveAlgorithm.Summary	로컬 기준을 단순 평균 또는 Gaussian 가중 평균으로 계산합니다.	Calculates the local cutoff using a mean or Gaussian-weighted mean.
VisionTool.ParameterGuide.Common.AdaptiveAlgorithm.Impact	Gaussian은 중심을 강조하고 Mean은 블록 전체를 균등 반영합니다.	Gaussian emphasizes the center while Mean weights the whole block equally.
VisionTool.ParameterGuide.Common.AdaptiveAlgorithm.Check	대상 경계 보존과 배경 얼룩을 두 방식으로 비교하세요.	Compare target-boundary retention and background blotches between both methods.
VisionTool.ParameterGuide.Common.AdaptiveBlockSize.Summary	각 픽셀의 로컬 기준을 계산하는 홀수 크기 주변 영역입니다.	The odd-sized neighborhood used to calculate each pixel's local cutoff.
VisionTool.ParameterGuide.Common.AdaptiveBlockSize.Impact	크면 넓은 조명 변화를 따르고 작으면 국부 질감과 노이즈에 민감합니다.	Larger follows broad illumination changes; smaller is more sensitive to local texture and noise.
VisionTool.ParameterGuide.Common.AdaptiveBlockSize.Check	최소 특징 보존, 이진 경계와 배경 얼룩을 확인하세요.	Check minimum-feature retention, binary edges, and background blotches.
VisionTool.ParameterGuide.Common.AdaptiveWeight.Summary	로컬 평균 또는 Gaussian 기준에서 빼는 보정값 C입니다.	The correction C subtracted from the local mean or Gaussian cutoff.
VisionTool.ParameterGuide.Common.AdaptiveWeight.Impact	높이면 전경이 일반적으로 넓어지고 낮추면 좁아집니다.	Raising generally expands foreground and lowering contracts it.
VisionTool.ParameterGuide.Common.AdaptiveWeight.Check	전경 면적, 작은 특징과 고립 배경 후보를 확인하세요.	Check foreground area, small features, and isolated background candidates.
VisionTool.ParameterGuide.Common.UseMultiRoi.Summary	한 개 ROI 대신 여러 독립 ROI 목록을 검사할지 결정합니다.	Controls whether the algorithm inspects multiple independent ROIs instead of one.
VisionTool.ParameterGuide.Common.UseMultiRoi.Impact	겹친 ROI는 같은 대상을 여러 번 포함하여 ResultCount를 바꿀 수 있습니다.	Overlapping ROIs can include the same target multiple times and change ResultCount.
VisionTool.ParameterGuide.Common.UseMultiRoi.Check	모든 ROI 도형과 각 영역 후보가 의도한 대상만 포함하는지 확인하세요.	Check every ROI drawing and its candidates include only intended targets.
VisionTool.ParameterGuide.Common.MultiRoi.Summary	검사에 사용할 여러 사각형 영역의 목록입니다.	The list of rectangular regions inspected by the algorithm.
VisionTool.ParameterGuide.Common.MultiRoi.Impact	영역을 추가·이동·축소하면 검사 대상과 ResultCount가 직접 달라집니다.	Adding, moving, or shrinking regions directly changes inspected targets and ResultCount.
VisionTool.ParameterGuide.Common.MultiRoi.Check	각 ROI, 경계에 걸린 대상과 중복 영역을 확인하세요.	Check every ROI, border-clipped targets, and overlaps.
VisionTool.ParameterGuide.Common.UseMasking.Summary	지정한 마스킹 영역을 검사에서 제외할지 결정합니다.	Controls whether configured mask regions are excluded from inspection.
VisionTool.ParameterGuide.Common.UseMasking.Impact	고정 간섭물은 줄지만 실제 불량도 가릴 수 있습니다.	It can reduce fixed interference but may also hide real defects.
VisionTool.ParameterGuide.Common.UseMasking.Check	마스크가 고정 제외 영역만 덮는지 도형으로 확인하세요.	Use drawings to verify masks cover only fixed exclusions.
VisionTool.ParameterGuide.Common.MaskingRegions.Summary	검사 계산에서 제외되는 사각형 영역 목록입니다.	The list of rectangular regions excluded from inspection.
VisionTool.ParameterGuide.Common.MaskingRegions.Impact	마스크를 넓히면 간섭 후보와 검사 가능한 면적이 함께 줄어듭니다.	Expanding masks reduces both interference candidates and inspectable area.
VisionTool.ParameterGuide.Common.MaskingRegions.Check	마스크 도형과 제외 전후 후보 위치·ResultCount를 비교하세요.	Compare mask drawings, candidate locations, and ResultCount before and after exclusion.
VisionTool.ParameterGuide.Object.MinArea.Summary	개별 Blob/Contour가 합격 후보로 남기 위한 최소 픽셀 면적입니다.	The minimum pixel area an individual Blob or Contour needs to remain accepted.
VisionTool.ParameterGuide.Object.MinArea.Impact	높이면 작은 노이즈를 제거하지만 작은 정상 대상도 제외합니다.	Raising removes small noise but can reject small valid targets.
VisionTool.ParameterGuide.Object.MinArea.Check	Accepted/Rejected 객체 행, 면적, 거부 사유와 ResultCount를 확인하세요.	Check Accepted/Rejected object rows, area, reject reason, and ResultCount.
VisionTool.ParameterGuide.Object.MaxArea.Summary	개별 Blob/Contour가 합격 후보로 남을 수 있는 최대 픽셀 면적입니다.	The maximum pixel area an individual Blob or Contour may have to remain accepted.
VisionTool.ParameterGuide.Object.MaxArea.Impact	낮추면 합쳐진 큰 영역을 제외하지만 큰 정상 대상도 거부합니다.	Lowering rejects merged large regions but can reject large valid targets.
VisionTool.ParameterGuide.Object.MaxArea.Check	큰 후보 도형, 면적, `Area > MAX_AREA` 사유와 ResultCount를 확인하세요.	Check large-candidate drawings, area, the `Area > MAX_AREA` reason, and ResultCount.
VisionTool.ParameterGuide.Object.MinWidth.Summary	축 정렬 바운딩 박스 폭의 최소 통과값입니다.	The minimum passing value for axis-aligned bounding-box width.
